-51.155,-437.388,565.485
226.111,-227.316,553.848
369.181,-675.250,710.898
127.749,-424.721,535.335
138.595,-426.659,565.698
173.949,-393.889,526.770
362.810,-716.106,674.135
229.629,-384.556,533.731
319.553,-748.867,645.567
380.994,-663.116,699.195
190.214,-343.660,554.763
383.980,-565.390,774.030
414.700,-70.370,1066.980
193.795,-368.638,555.819
208.680,-236.500,523.790
226.031,-245.537,553.697
208.680,-236.500,523.790
-51.460,-122.944,546.788
207.109,-379.990,513.316
228.301,-375.759,536.681
272.606,-374.422,536.466
173.948,-393.886,526.770
58.181,-436.540,518.150
68.001,-502.241,540.616
128.753,-499.864,540.255
141.901,-491.370,574.769
105.866,-553.598,561.071
123.763,-620.194,561.575
138.934,-614.556,583.609
79.190,-621.000,553.700
80.680,-691.950,559.280
125.885,-686.182,559.403
138.980,-678.641,586.725
261.000,-708.217,527.805
258.230,-718.761,571.113
-5.722,-699.009,554.496
-318.421,-208.558,608.525
-267.024,30.388,711.572
56.118,-245.996,1028.879
231.983,-706.156,555.995
156.806,-695.598,571.220
-413.405,128.516,613.172
228.935,-241.994,545.690
190.513,-372.886,549.774
190.689,-340.061,553.559
-105.318,-80.447,556.364
